,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,artist2,letras
151,Jesus Christ 2005 God Bless America,The 1975,2020-04-03,False,spotify:track:3tk5DaXxxUoV7b5nOdCDBv,42,Rodri,https://open.spotify.com/track/3tk5DaXxxUoV7b5nOdCDBv,0.541,0.287,2,-15.897,1,0.0345,0.878,0.00822,0.339,0.581,78.947,audio_features,3tk5DaXxxUoV7b5nOdCDBv,https://api.spotify.com/v1/tracks/3tk5DaXxxUoV7b5nOdCDBv,https://api.spotify.com/v1/audio-analysis/3tk5DaXxxUoV7b5nOdCDBv,264007,4,The 1975,"[Verse 1: Matthew Healy]I'm in love with Jesus ChristHe's so niceI'm in love, I'll say it twiceI'm in love (I'm in love)[Verse 2: Matthew Healy & Phoebe Bridgers]I'm in love, but I'm feeling lowFor I am just a footprint in the snowI'm in love with a boy I knowBut that's a feeling I can never show[Chorus: Matthew Healy & Phoebe Bridgers]Fortunately, I believe, lucky meI'm searching for planes in the sea, and that's ironySoil just needs water to be, and a seedSo if we turn into a tree, can I be the leaves?[Post-Chorus: Phoebe Bridgers]OohOoh[Verse 3: Phoebe Bridgers]I'm in love with the girl next doorHer name's ClaireNice when she comes 'round to callThen masturbate the second she's not there[Chorus: Matthew Healy & Phoebe Bridgers]Fortunately, I believe, lucky meSearching for planes in the sea, and that's ironySoil just needs water to be, and a seedSo if we turn into a tree, can I be the leaves?[Post-Chorus: Phoebe Bridgers]OohOoh"
152,I like it when you sleep for you are so beautiful yet so unaware of it,The 1975,2016-02-26,False,spotify:track:7EQigqw8SToxlAXF2YMqjg,40,Rodri,https://open.spotify.com/track/7EQigqw8SToxlAXF2YMqjg,0.329,0.6,6,-10.064,1,0.0711,0.698,0.35,0.083,0.0382,121.402,audio_features,7EQigqw8SToxlAXF2YMqjg,https://api.spotify.com/v1/tracks/7EQigqw8SToxlAXF2YMqjg,https://api.spotify.com/v1/audio-analysis/7EQigqw8SToxlAXF2YMqjg,386088,4,The 1975,"[Verse]Before you go, turn the big light offBefore you go, (please don't go) turn the big light offBefore you go, (please don't go) turn the big light offBefore you go, (please don't go) turn the big light off[Instrumental][Outro]Early, earlyEarly, earlyEarly, earlyEarly, earlyEarly, earlyEarly, early, monogamy, there isn't muchEarly, early, monogamy, there isn't muchEarly, early, monogamy, there isn't muchEarly, early, monogamy, there isn't muchEarly, early, monogamy, there isn't muchEarly, early, monogamy, there isn't muchMonogamy, there isn't much"
153,De Momento Abril,La Bien Querida,2009-04-06,False,spotify:track:1kjJLQhV2NDCWCf0ParWAJ,52,Rodri,https://open.spotify.com/track/1kjJLQhV2NDCWCf0ParWAJ,0.71,0.658,1,-8.31,1,0.0285,0.0358,0.00913,0.147,0.929,100.017,audio_features,1kjJLQhV2NDCWCf0ParWAJ,https://api.spotify.com/v1/tracks/1kjJLQhV2NDCWCf0ParWAJ,https://api.spotify.com/v1/audio-analysis/1kjJLQhV2NDCWCf0ParWAJ,184480,3,La Bien Querida,Esta mañana escuché en el jardín de tu casaUna canción que decía algo parecidoA lo que venía pensandoMientras tú leías un libroY me quedé sin palabrasPorque no tuve ni tengo el valor de decirloQue me hubiera casado contigoDe habérmelo pedidoY luego me he idoY me han venido de golpeLas cosas que te hubiera dichoLas cosas que nunca te digoPorque siempre me pasa lo mismoY luego me he idoY me han venido de golpeLas cosas que te hubiera dichoLas cosas que nunca te digoPorque siempre me pasa lo mismo
156,Volver a Disfrutar,El Canto Del Loco,2003,False,spotify:track:3PuXuPcU0W4iHnd3C78FIr,51,Rodri,https://open.spotify.com/track/3PuXuPcU0W4iHnd3C78FIr,0.344,0.966,1,-2.352,1,0.105,0.112,0.0,0.14,0.647,206.903,audio_features,3PuXuPcU0W4iHnd3C78FIr,https://api.spotify.com/v1/tracks/3PuXuPcU0W4iHnd3C78FIr,https://api.spotify.com/v1/audio-analysis/3PuXuPcU0W4iHnd3C78FIr,191347,4,El Canto Del Loco,"Dejanos en pazNo nos cuentes otro cuento que no vaY si es tu planTal vez no has contado con nosotrosY ahora vas a marearnos masNo veo la necesidad de discutirSolo hay que dejarlo claro, todooooEstribilloPor volver a disfrutarCon algo que decirCon algo que pensarTener las cosas claras para no volver atrasCambiar la direccionCon un solo motorDejar las cosas claras para no acabar tan malNo quiero másQue me enseñes tu careto de anormalDéjalo estarFormas parte de ese géneroQue huele a mentira y falsedadNo veo la necesidad de discutirSolo hay que dejarlo claro, todooEstribilloPor disfrutar, por disfrutaaaarPor disfrutar, por disfrutaaaaarEstribillo"
157,Ready Pa Morir,"['Yung Beef', 'Steve Lean']",2015-12-25,True,spotify:track:6kFpUyaEiuKriL9bhHLZqR,60,Rodri,https://open.spotify.com/track/6kFpUyaEiuKriL9bhHLZqR,0.679,0.485,6,-9.509,0,0.324,0.382,0.0,0.099,0.254,72.896,audio_features,6kFpUyaEiuKriL9bhHLZqR,https://api.spotify.com/v1/tracks/6kFpUyaEiuKriL9bhHLZqR,https://api.spotify.com/v1/audio-analysis/6kFpUyaEiuKriL9bhHLZqR,191347,4,Yung Beef,"[Letra de ""Ready Pa Morir""][Verso: Yung Beef]Gatita' de to's sabore', de to' lo' colore' (Ooh)Perdónano', padre, somo' pecadore'Que somo' los mejore' (Yeah-eh)'Toy listo pa' morirme, puta, tráeme flore'La droga no me quita la ansiedad (Nah)Ni tu gata mata mi curiosidadNo sé apreciar to' el cariño que me dan'Toy demasia'o subi'o, yo no creo en la gravedadIngresa'o de gravedad (Tra), po' querer brillar (Tra)'Quí to's sabían ya cómo iba a acabar'Tá difícil ser realPero debería se' mu' fácil en realidadMe levanto con Dio' y me acuesto con el demonioMientras mi swagger va absorbiendo el odioYo soy el mejor, bobo, eso e' obvioTengo má' locura' que die' mi' manicomio' (Sí)Yo creo en cosa' que no se pue'n decir (¿Por qué?)Un djynun se llevó a Rachid (Nah)Ca' día estoy peor, lo tenía que decirPerdóname que ya nunca rezo antes de dormir (Forgive)Me acuesto intoxica'o (Ah), ca' día más delga'o (Ah)Pero ninguno folláis como mi ganga ha folla'o (Nah)Cuando muramo' se verá quién ha gana'oQuién 'taba en la right y quién 'taba equivoca'o (Yeah)La vida e' triste, money over bitchesCuando te las folle' ten cuida'o con lo que dice'La' bitches no son bitches (Oh-yeah), quieren ser felice' (Oh-yeah)Si me tenía' en tu' plane' e' mejor que lo revise'Mami, yo no puedo guardar mi bicho quieto (No)Y estas putas no pueden guarda' un secreto (Oh)Estos puercos quieren verme sin chaleco (Oh-oh)Y yo con su gata dándole headshot's[Estribillo: Yung Beef]Me 'toy cayendo pa'rriba (Pa'rriba)Mami, dame la bendiciónQue aunque no consiga nadaMami, tuve mucha ambiciónLa calle 'tá mala, necesita medicaciónYo no le temía a nada, pero ahora le temo a perderlo to'Me 'toy cayendo pa'rribaMami, dame la bendiciónQue aunque no consiga nadaTuve mucha ambiciónLa calle 'tá mala, necesita medicaciónYo no le temía a nada, pero ahora le temo a—"
158,Me Gustaron Tus Nai,"['Soto Asa', 'Yung Beef']",2018-10-05,True,spotify:track:2LXUOXihEoNt7aYYu5XjZ6,54,Rodri,https://open.spotify.com/track/2LXUOXihEoNt7aYYu5XjZ6,0.842,0.615,11,-4.681,1,0.163,0.114,0.000295,0.0933,0.512,89.929,audio_features,2LXUOXihEoNt7aYYu5XjZ6,https://api.spotify.com/v1/tracks/2LXUOXihEoNt7aYYu5XjZ6,https://api.spotify.com/v1/audio-analysis/2LXUOXihEoNt7aYYu5XjZ6,182759,4,Soto Asa,"[Letra de ""Me Gustaron Tus Nai"" ft. Yung Beef][Intro: Soto Asa]‘Taba esperando a que llamara'O a que viniera'Pa' sacarte fueraY coger carretera[Estribillo: Soto Asa]‘Taba esperando a que llamara'O a que viniera'Pa' sacarte fueraY coger carretera‘Taba esperando a que llamara'O a que viniera'Pa' sacarte fueraY coger carretera[Verso 1: Soto Asa]Iba camino al infiernoEn gráficos de NintendoDice que si compro o si vendoEsto no lo para ni un BremboMe gustaron sus Nai (Nai, nai)Pone que no está online (-line, -line; yaoh)Ponte las Cortez y vente pa' aquí conmigoVamo' a hacerlo bien, ya no quiero enemigosPuedes seguir viajando, retando al destinoTe espero con un chándal distinto[Estribillo: Soto Asa]‘Taba esperando a que llamara'O a que viniera'Pa' sacarte fueraY coger carretera‘Taba esperando a que llamara'O a que viniera'Pa' sacarte fueraY coger carretera[Verso 2: Yung Beef]La baby es una panteraSu gato no se enteraElla entró pa' VIPSus amigas siguen fueraVamos a enseñarles a estos palomosComo se hace reggaeton por aquíSolo coge una gatitaY dale duro cuando sientas el kiMami, me gustaron tus NaiA mí no me gustan las Off-WhiteYo te prefiero con las TNY las Cortez también están guayBaby, no se asustaMi maleanteo le gustaCoge mucha luchaPapi, ponte la capuchaElla anda con to'a la bandaYo tengo to's los chánda'Mami, esto es pura grasa(Kit Kat y el Soto Asa)"
159,Si Tu Kiere,Soto Asa,2021-09-10,False,spotify:track:2pjoPgjETrC1LQm64aVTGp,63,Rodri,https://open.spotify.com/track/2pjoPgjETrC1LQm64aVTGp,0.732,0.51,1,-6.428,0,0.402,0.227,0.00921,0.11,0.566,196.229,audio_features,2pjoPgjETrC1LQm64aVTGp,https://api.spotify.com/v1/tracks/2pjoPgjETrC1LQm64aVTGp,https://api.spotify.com/v1/audio-analysis/2pjoPgjETrC1LQm64aVTGp,180992,4,Soto Asa,"[Letra de ""Si Tu Kiere""][Intro]従いまして大 ３２ 宇宙 賞味してございますはいSi tú quiere', hacemo' siempre lo que tú quiere'(Conozco a los ángele' del cielo, conozco a los ángele')Ah-ah[Coro]Ba-Ba-Baby, si tú quiere', hacemo' siempre lo que tú quiere'Conozco a los ángele' del cielo y no quieren que hagamo' lo que quieroPor eso, baby, si tú quiere', hacemo' siempre lo que tú quiere'Conozco a los ángele' del cielo y no quieren que hagamo' lo que quiero (Hahaha)[Verso 1]Siempre ando, siempre ando haciendo lo que yo quieroPero no quiero irme de loqueroYo sé que allí no sería el primeroY si tú te viene' salimo' a juegoPero mejor, bae, lo que tú quiere'Bajamo' al centro si lo prefiere'Compramos pasta del MercadonaY volvemo' a casa sin fumar droga[Refrán]Bae, si tú quiere', quiere'Me llama' a las 9: ""¿Quién e'?""Bae, tú me lo coges cuando me llamasComo un Codere, siempre la ganaDesde que aprendimos del CorderoDesde que el rap no daba dineroCuando miraban esos paleto'Y ahora que da, me compro uno nuevo, por eso[Coro]Baby, si tú quiere', hacemo' siempre lo que tú quiere'Conozco a los ángele' del cielo y no quieren que hagamo' lo que quieroPor eso, baby, si tú quiere', hacemo' siempre lo que tú quiere'Conozco a los ángele' del cielo y no quieren que hagamo' lo que quiero"
163,Love Drug,Die Antwoord,2017-05-05,True,spotify:track:4GUuAnl6UHJ3NJdw402woI,0,Rodri,https://open.spotify.com/track/4GUuAnl6UHJ3NJdw402woI,0.566,0.878,1,-5.033,1,0.406,0.0104,6.25e-06,0.238,0.395,167.819,audio_features,4GUuAnl6UHJ3NJdw402woI,https://api.spotify.com/v1/tracks/4GUuAnl6UHJ3NJdw402woI,https://api.spotify.com/v1/audio-analysis/4GUuAnl6UHJ3NJdw402woI,250628,4,Die Antwoord,"[Refrain: Ninja]Your love is like a drugI'm so addicted, you got me fucked up and it feels so goodYour love is like a drugI'm so addicted, you got me fucked up and it feels so good[Verse 1: Yo-landi]Uh, yoYou got me fucked up, feels like I'm losing my mindCan't focus, can't do shitAnd everything's covered in slimeI'm out of control, what the fuckFeels like I'm goin' insaneWhat the hell have you done to meCan't get you outta my brain, yoI want you, now, always and foreverFuck the world, fuck everyoneYo I don't care, whateverI can feel my heart pounding like a motherfucking cartoonDon't know what the hell's going onAll I know is I want youYo! Shut up and kiss me with tongueLet's fuck it up, let's break shitLet's motherfucking partyYou so fucking cool! You so fun!Let's do what daddy did to mommy to get me[Refrain: Ninja]Your love is like a drugI'm so addicted, you got me fucked up and it feels so goodYour love is like a drugI'm so addicted, you got me fucked up and it feels so goodYou are da one[Verse 2: Ninja]I wanna fuck your brains out, baby come onMe so horny, me love you long timeBaby girl, you the oneI'm out of control, what the fuckFeels like I'm going insaneWhat the hell have you done to meCan't get you out of my brainWell done girl, you really fucked my head upFuck the world, fuck everyoneYo I don't care, whateverI love you, and no one can tell me what I can and can't doDon't know what the hell's going on all I know is I want youYou drive me fucking crazy!You my baby love, and my number one motherfucking homie!I got you under my skin baby!Nigga if there was no you then there would be no me[Bridge: Ninja & Yo-landi]O (Yeah, mm)M fuck! (Pass it)Yo! (Mm)Guess what? Hah (What?)You! Are! The one!Arigato motherfucker"
164,Lucha De Gigantes,"['Love of Lesbian', 'Zahara']",2010-01-01,False,spotify:track:1ozbWlTQASs311dSO5R6vp,56,Rodri,https://open.spotify.com/track/1ozbWlTQASs311dSO5R6vp,0.729,0.482,4,-6.5,0,0.0301,0.339,4.38e-05,0.159,0.361,108.133,audio_features,1ozbWlTQASs311dSO5R6vp,https://api.spotify.com/v1/tracks/1ozbWlTQASs311dSO5R6vp,https://api.spotify.com/v1/audio-analysis/1ozbWlTQASs311dSO5R6vp,206880,4,Love of Lesbian,"[Letra de ""Lucha de Gigantes""]Lucha de gigantes convierteEl aire en gas naturalUn duelo salvaje advierteLo cerca que ando de entrarEn un mundo descomunalSiento mi fragilidadVaya pesadilla corriendoCon una bestia detrásDime que es mentira todoUn sueño tonto y no masMe da miedo la enormidadDonde nadie oye mi vozDeja de engañarNo quiero ocultarQue has pasado sin tropezarMonstruo de papelNo se contra quien voyO es que acaso hay alguien mas aquíCreo en los fantasmas terriblesDe algún extraño lugarY en mis tonterías paraHacer tu risa estallarNo quiero ocultarQue has pasado sin tropezarMonstruo de papelNo se contra quien voyO es que acaso hay alguien mas aquíDeja que pasemos sin miedo"
165,La Danza,John Summit,2022-03-11,False,spotify:track:2FEUloDXMvRnyfLcsrCfkw,66,Antonio,https://open.spotify.com/track/2FEUloDXMvRnyfLcsrCfkw,0.797,0.88,6,-5.722,0,0.0442,0.00298,0.574,0.183,0.357,125.996,audio_features,2FEUloDXMvRnyfLcsrCfkw,https://api.spotify.com/v1/tracks/2FEUloDXMvRnyfLcsrCfkw,https://api.spotify.com/v1/audio-analysis/2FEUloDXMvRnyfLcsrCfkw,157619,4,John Summit,"Ay, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudan-Los dos bailando, sudan-Los dos bailando, sudandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayasLos dos bailando, sudandoSoñando despiertaTu cuerpo tocandoAy, no te vayas"
166,Le Vent Tourne,Sens Unik,1997-08-16,False,spotify:track:5Cwz1YnIuNuOyFCE8oJRLF,9,Miguel,https://open.spotify.com/track/5Cwz1YnIuNuOyFCE8oJRLF,0.744,0.642,1,-8.09,1,0.0554,0.19,1.97e-05,0.295,0.542,92.15,audio_features,5Cwz1YnIuNuOyFCE8oJRLF,https://api.spotify.com/v1/tracks/5Cwz1YnIuNuOyFCE8oJRLF,https://api.spotify.com/v1/audio-analysis/5Cwz1YnIuNuOyFCE8oJRLF,233067,4,Sens Unik,"[Couplet 1 : Osez]En somme, je suis l'homme de la pluie, l'enfant du beau tempsMais le temps fuit et m'entraîne avec lui dans l'oubliQu'importe le pourquoi, le vent m'emporte à petits pasAlors m'accroche et combatsPour ma cause, je pars à l'assaut, donc pas de cadeauxJe veux ma place sur le bateauCar l'écart entre les classes s'espace ces tempsLa distance qui sépare la masse des boss s'étendPourtant l'air abonde à la rondeMais les aveugles sont en nombre et longue est la listeDes tristes borgnes qui se croient droitsNe voient que d'un œil, mais se croient roisEt moi, et moi, et moi, dans tout çaSuis-je dans la norme ou ne le suis-je pas ?Tant de questions, se les poser pourrait m'aiderSi réponse il y avait[Refrain x3]Aaaah aaaah…Est-ce que tu sens le vent ?[Couplet 2: MC Carlos]Personne ne t'aura poussé dans le dosTout seul tu as fait le sautTu as plus qu'à prier afin de ne pasTe péter les os, oooohhh !!! doucementCar à présent, il faut mesurer le tempsEt rester constamment dans le ventCelui-là même qui souffle sur ton visageDieu que sa chaleur est douce lors de ce voyageDifficile, ta vie ne tenait qu'à un filLe voilà qui défile, hostileComme un putain de mauvais film d'HollywoodOù les stars déposent leurs empreinte sur la belle chausséeDécorée d'étoiles doréesHola, hey, hey ! Qu'est-ce que tu vas laisserSi ce n'est que quelques traces de sang séché ?Tout est à ta portée, tant que tu ne t'emportes pasT'as pas tout tord de penser que la mortT'apportera ce que la vie te doitJamais aux yeux tu n'as eu froidCela n'arrivera pas dans ta chute, alors que tu t'aperçoisQue le vent tenace, en descendant te glaceImpuissant, quoi que tu fasses, il picote ta faceAaaah ! Tes rêves se sont brisésComme un cube de glace à l'arrivée...Sklasss !"
168,La musique,Yelle,2011-01-17,False,spotify:track:0Je4viNdytvRidL9c4vEEi,24,Miguel,https://open.spotify.com/track/0Je4viNdytvRidL9c4vEEi,0.672,0.862,7,-5.334,0,0.0423,0.0908,0.00664,0.386,0.614,118.963,audio_features,0Je4viNdytvRidL9c4vEEi,https://api.spotify.com/v1/tracks/0Je4viNdytvRidL9c4vEEi,https://api.spotify.com/v1/audio-analysis/0Je4viNdytvRidL9c4vEEi,218707,4,Yelle,[Refrain]La musiqueC'est évidentTe fait t'aimerSeul comme un grandTes bras t'entourentMieux que personne d'autreTu te fais l'amourMieux que personne d'autre[Couplet 1]Prends ton poulsIl se cale sur le tempsTu l'as l'impression d'êtreSaoul mais tu n'as rien dans le sangTu aimes l'amourEt l'amour te le rendTu tombes amoureux de toiEt c'est ça qui est grand[Couplet 2]Pense un peu à toiPuis la prochaine étapeSera de penser à moiTu aimes les autres mais tu ne t'aimes pasCe n'est pas de ta faute alors ne t'oublie pas[Refrain]La musiqueC'est évidentTe fait t'aimerSeul comme un grandTes bras t'entourentMieux que personne d'autreTu te fais l'amourMieux que personne d'autreLa musiqueC'est évidentTe fait t'aimerSeul comme un grandTes bras t'entourentMieux que personne d'autreTu te fais l'amourMieux que personne d'autre
