,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,artist2,letras
110,Contigo Me Voy,"['Kaydy Cain', 'EL IMA']",2021-06-22,False,spotify:track:4yuaPv20zZirxf1ufuygzP,64,Rodri,https://open.spotify.com/track/4yuaPv20zZirxf1ufuygzP,0.746,0.66,11,-5.97,0,0.144,0.403,0.0,0.0885,0.809,87.978,audio_features,4yuaPv20zZirxf1ufuygzP,https://api.spotify.com/v1/tracks/4yuaPv20zZirxf1ufuygzP,https://api.spotify.com/v1/audio-analysis/4yuaPv20zZirxf1ufuygzP,189535,4,Kaydy Cain,"[Letra de ""Contigo Me Voy""][Intro]Un, dos, tre'—[Verso 1: Kaydy Cain]Esto está sabroso como un plato en un guachincheNos juntamos y las baby se nos pegan como chinchesAquí no se discrimina a nadie, solo a los snitchesNosotro' somos de calle, como un brick que no es de lecheYo le meto calla'íto para que nadie sospecheY ella pide que en la cara y en la boca se lo echeEso es un clásico, final previsible pero básicoEstilo salvaje como un parque jurásico[Pre-Esribillo: EL IMA]Si me lo pides me escapoYo me lo monto como El ChapoDa igual el secreto, no soy sapoSolo quiero que me quiera'Pero no me use' como un trapoVaciando mis pena' con guarapo[Estribillo: EL IMA]Si me lo pides me escapo y contigo me voy-oyPorque me gusta que me quiera' como soy-oySé que a ti te gusta dar vueltas en el Roll' RoycePero te monto en mi caballo como un cowboySi me lo pides me escapo y contigo me voy-oyPorque me gusta que me quiera' como soy-oySé que a ti te gusta dar vueltas en el Roll' RoycePero te monto en mi caballo como un cowboy[Verso 2: Kaydy Cain]Estábamos en el club, los do' buscando la salidaSalimos y nos pusimos tre', como el logo de AdidasPrimero te pongo a cuatro, luego hago lo que me pidasCinco estrellas Michelín por cómo me haces la comidaSei' vece te llamé al móvil, ninguna me lo cogíaSiete pecados existen, la mitad los cometíaMami, yo te como el 8 y el 9 no lo sabíaSabes que hay diez mandamientos, pero ninguno cumplías"
122,Yelo,C. Tangana,2020-01-09,False,spotify:track:3OUPJPD1OmFd8gL7ztY9v8,53,Pablo,https://open.spotify.com/track/3OUPJPD1OmFd8gL7ztY9v8,0.826,0.67,11,-3.806,1,0.0348,0.421,8.21e-06,0.205,0.792,135.038,audio_features,3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/tracks/3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/audio-analysis/3OUPJPD1OmFd8gL7ztY9v8,189357,4,C Tangana,"[Letra de ""Yelo""][Intro](Icy, icy, uh)(Icy, Yelo)(Icy, Yelo)(Yelo, i-icy)(Icy, icy)(Icy, icy)(Icy, icy, icy)(Icy, Yelo)(Icy, Yelo)(Uh, uh)[Pre-Estribillo]Tu corazón caliente, el mío está neva'o (Neva'o)Solo quiero Yelo en mi cuello colga'o (Papá)Estoy en la boca de tu chica (Ju) como un hela'o (Ching)Y tú tiri-tiritando en un descampa'o  (¡Yelo!)[Estribillo]Hago euros caer como si fuera enero (¡Yelo!)He cambia'o la industria de un país enteroYelo (Yelo), Yelo (Yelo), Yelo, Yelo, Yelo (¡Yelo!)Pongo copas en el aire y ese culo al suelo (Uh)[Pos-Estribillo]Duro y frío (U-uh), lloro y río (U-uh)Mi dinerito me ha costa'o, este sudor es mío (Pimp!)Era un crío (U-uh, era un crío), iba en Clio (U-uh, iba en Clio)Ahora miro al horizonte y todo esto es mío (Uh)[Verso]No puedo olvidar lo que me hiciste (No, no)Esa mierda ya no me pone triste (No, no)No voy a olvidar que me mentiste (No, no)Voy a hacer rico' a los que esta'an cuando te fuiste (Uh)Tengo que pagar al Javi, tengo que pagar a Alizzz (Sí)Tengo que pagar a Turri, Kigo tie'e que pagar bills  (Facturas)Tienen que saber mi nombre, quiero una casa en las hillsVan a respetar Madrid, ¡ju! (¡Yelo!)"
124,La Ultima Cancion,Rels B,2020-12-26,False,spotify:track:2mRwodUOATBk5spcUsEidB,69,Pablo,https://open.spotify.com/track/2mRwodUOATBk5spcUsEidB,0.793,0.605,1,-4.952,0,0.119,0.426,0.0,0.334,0.268,91.068,audio_features,2mRwodUOATBk5spcUsEidB,https://api.spotify.com/v1/tracks/2mRwodUOATBk5spcUsEidB,https://api.spotify.com/v1/audio-analysis/2mRwodUOATBk5spcUsEidB,184749,4,Rels B,"[Letra de ""La Última Canción""][Intro]Venga, vámonos, silencioYeah-ah-ah-ah-aoh, ohLlamó a decirme que lo sentía, pero se ibaMe fue sincera, me dijo que ya nada sentíaAl fin y al cabo su despedida la presentíaUno sabe cuando lo quieren y uno sabe cuando lo olvidan[Estribillo]Y esta es la última canción que te cantoDuele, pero no es para tantoSé que de esta situación me levantoPorque duele, pero no es para tanto, yeah[Verso]La cuarentena no ayudó a nuestra relaciónTo' el día discutiendo, tú en el cuarto, yo en el salónQuizás estar tanto tiempo juntos mató nuestro amorLos dos nacimo' libres, ninguno tiene el controlBebé, qué bien te veo y aunque me duela, tiene' razónDesde que tú no estás, a mí también se me ve mejorCon lo que tú y yo fuimos, hoy París, mañana JapónLa verdad me jode que seas la buena y yo el cabrónSi me ves borracho o me ves droga'o, no te asustes que estoy viviendoLo que no viví por estar haciendo lo que estaba haciendoDemasia'o centra'o en lo de nosotro', nunca tenía tiempoMientras mis amigos me hacían ver lo que estaba perdiendoY ahora me voy a gozar lo que no viví por estar contigoVolveré a llamar a viejas amigas, viejos amigo', oh-ohY haré yo solo ese viaje que nosotros nunca hicimo', noY como tú dijiste: ""Cada cual con su camino""[Estribillo]Y esto es la última canción que te cantoDuele, pero no es para tantoSé que de esta situación me levantoPorque duele, pero no es para tanto, yeah, yeah"
126,Hurricane,Ran-D,2018-08-13,False,spotify:track:7rKS9FoVpE1mLrbxCnlokX,55,Pablo,https://open.spotify.com/track/7rKS9FoVpE1mLrbxCnlokX,0.575,0.979,8,-1.561,0,0.396,0.0321,0.0,0.34,0.366,155.032,audio_features,7rKS9FoVpE1mLrbxCnlokX,https://api.spotify.com/v1/tracks/7rKS9FoVpE1mLrbxCnlokX,https://api.spotify.com/v1/audio-analysis/7rKS9FoVpE1mLrbxCnlokX,295647,4,Ran-D,"Everyday is a gift, so live itAnd put your all into itYou got one chance to do thisTrust your faith and don't you lose itWhen darkness comes, bring the lightLook inside your heart and get through the nightFeel the thunder rise insideIt's time for the fire to reigniteThe elements of life can hit you like a freight trainIt's a mind game, in a time frameFace it and take itAnd just believe you can make itGotta roar like a lion and choose the path of a championYou're fucking indestructibleThis is the thunderRunning through your veinsIt feels like a hurricaneA hurricaneYou got the thunderComing from withinIt feels like a hurricaneA hurricane, yeahGo, go against the grainGo, go, go against the grainBring the pain, this is my domain tonightI'll bring you thunder like a motherfucking hurricaneEveryday is a gift, so live itAnd put your all into itYou got one chance to do thisTrust your faith and don't you lose itWhen darkness comes, bring the lightLook inside your heart and get through the nightFeel the thunder rise insideIt's time for the fire to reignite"
128,Home,Headhunterz,2019-09-12,False,spotify:track:0zolxiS5uiL5towOJrsJi4,51,Pablo,https://open.spotify.com/track/0zolxiS5uiL5towOJrsJi4,0.552,0.829,6,-4.988,0,0.0845,0.187,5.44e-05,0.283,0.367,150.039,audio_features,0zolxiS5uiL5towOJrsJi4,https://api.spotify.com/v1/tracks/0zolxiS5uiL5towOJrsJi4,https://api.spotify.com/v1/audio-analysis/0zolxiS5uiL5towOJrsJi4,234166,4,Headhunterz,"Sisters, brothers, carry each otherWe'll be coming home againWe'll be coming home againWe're coming homeBattlefield, original tribe, we're coming homeEchoes from the battlefield, fading from our headsSisters, brothers, carry each otherWe'll be home againUnited as a familyWe can make a standSisters, brothers, carry each otherWe'll be coming home againBuilt for the nightBorn to the throneBattlefield, original tribe, we're coming homeSisters, brothers, carry each otherWe'll be coming home againWe're coming homeBuilt for the nightUnited as a familyWe can make a standSisters, brothers, carry each otherWe'll be coming home againBuilt for the nightBorn to the throneBattlefield, original tribe, we're coming home"
130,Que Sera,Wax Tailor,2005-02-22,False,spotify:track:6TSDRzJGwbK9cajVbtqlPV,57,Ana,https://open.spotify.com/track/6TSDRzJGwbK9cajVbtqlPV,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,audio_features,6TSDRzJGwbK9cajVbtqlPV,https://api.spotify.com/v1/tracks/6TSDRzJGwbK9cajVbtqlPV,https://api.spotify.com/v1/audio-analysis/6TSDRzJGwbK9cajVbtqlPV,164093,4,Wax Tailor,"[Intro]A record of the delightful pieceThey're going to play this eveningLadies and gentlemenLadies and gentlemenLadies and gentlemenLadies and gentlemenLadies and gentlemenLadies and gentlemenLadies and gentlemenLadies and gentlemenYour attention please[Pre-Chorus]And now, the moment we've been waiting for is hereI- I have something to tell you[Chorus]Que sera, seraQue sera, seraQue sera, seraQue sera, seraWhatever will be(Remember) Will be(Remember) Will be[Verse 1]The future's notThe future's notThe future's notI believe in the future (I believe in the future)I don't believe in miraclesCan it be true?!It must be true, no doubt! (no doubt!)Life is going on as normally as everBut suddenly something seems to have happened(Suddenly something seems to have happened)Everybody seems to be staring in one directionPeople seem to be frightened, even terrified"
132,Petit pays,"['Gaël Faye', 'Francis Muhire']",2013-02-04,False,spotify:track:0uYQzkuCFewRsriDK7oDIz,48,Ana,https://open.spotify.com/track/0uYQzkuCFewRsriDK7oDIz,0.565,0.683,7,-9.374,1,0.167,0.835,0.0,0.199,0.738,99.997,audio_features,0uYQzkuCFewRsriDK7oDIz,https://api.spotify.com/v1/tracks/0uYQzkuCFewRsriDK7oDIz,https://api.spotify.com/v1/audio-analysis/0uYQzkuCFewRsriDK7oDIz,257240,4,Gael Faye,"[Refrain]Gahugu gatoyiGahugu kaniniyaWarapfunywe ntiwapfuyeWaragowe ntiwagokaGahugu gatoyiGahugu kaniniya[Couplet 1]Une feuille et un stylo apaisent mes délires d'insomniaqueLoin dans mon exil, petit pays d'Afrique des Grands LacsRemémorer ma vie naguère avant la guerreTrimant pour me rappeler mes sensations sans rapatriementPetit pays je t'envoie cette carte postaleMa rose, mon pétale, mon cristal, ma terre nataleÇa fait longtemps les jardins de bougainvilliersSouvenirs renfermés dans la poussière d'un bouquin pliéSous le soleil, les toits de tôles scintillentLes paysans défrichent la terre en mettant l'feu sur des brindillesVoyez mon existence avait bien commencéJ'aimerais recommencer depuis l'début, mais tu sais comment c'estEt nous voilà perdus dans les rues de Saint-DenisAvant qu'on soit séniles on ira vivre à GisenyiOn fera trembler le sol comme les grondements de nos volcansAlors petit pays, loin de la guerre on s'envole quand ?[Refrain][Couplet 2]Petit bout d'Afrique perché en altitudeJe doute de mes amours, tu resteras ma certitudeRéputation recouverte d'un linceulPetit pays, pendant trois mois, tout l'monde t'a laissé seulJ'avoue j'ai plaidé coupable de vous haïrQuand tous les projecteurs étaient tournés vers le ZaïreIl fallait reconstruire mon p'tit pays sur des ossementsDes fosses communes et puis nos cauchemars incessantsPetit pays : te faire sourire sera ma rédemptionJe t'offrirai ma vie, à commencer par cette chansonL'écriture m'a soigné quand je partais en vrilleSeulement laisse-moi pleurer quand arrivera ce maudit mois d'avrilTu m'as appris le pardon pour que je fasse peau neuvePetit pays dans l'ombre le diable continue ses manœuvresTu veux vivre malgré les cauchemars qui te hantentJe suis semence d'exil d'un résidu d'étoile filante[Refrain][Couplet 3]Un soir d'amertume, entre le suicide et le meurtreJ'ai gribouillé ces quelques phrases de la pointe neutre de mon feutreJ'ai passé l'âge des pamphlets quand on s'encanailleJ'connais qu'l'amour et la crainte que celui-ci s'en ailleJ'ai rêvé trop longtemps d'silence et d'aurore boréaleÀ force d'être trop sage j'me suis pendu avec mon auréoleJ'ai gribouillé des textes pour m'expliquer mes peinesBujumbura, t'es ma luciole dans mon errance européenneJe suis né y'a longtemps un mois d'aoûtEt depuis dans ma tête c'est tous les jours la saison des doutesJe me navre et je cherche un havre de paixQuand l'Afrique se transforme en cadavreLes époques ça meurt comme les amoursMan j'ai plus de sommeil et je veille comme un zamuLaissez-moi vivre, parole de misanthropeCitez m'en un seul de rêve qui soit allé jusqu'au bout du sien propre"
134,Uprising,Muse,2009-09-10,False,spotify:track:4VqPOruhp5EdPBeR92t6lQ,74,Ana,https://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4,Muse,"[Verse 1]Paranoia is in bloomThe PR transmissions will resumeThey'll try to push drugs that keep us all dumbed downAnd hope that we will never see the truth around(So come on)[Verse 2]Another promise, another seedAnother packaged lie to keep us trapped in greedAnd all the green belts wrapped around our mindsAnd endless red tape to keep the truth confined(So come on)[Chorus]They will not force usThey will stop degrading usThey will not control usWe will be victorious(So come on)[Verse 3]Interchanging mind controlCome let the revolution take its tollIf you could flick a switch and open your third eyeYou'd see that we should never be afraid to die(So come on)[Verse 4]Rise up and take the power backIt's time the fat cats had a heart attackYou know that their time's coming to an endWe have to unify and watch our flag ascend(So come on)[Chorus]They will not force usThey will stop degrading usThey will not control usWe will be victorious(So come on)"
136,telepatia,Kali Uchis,2020-12-04,False,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,81,Ana,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,audio_features,6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,https://api.spotify.com/v1/audio-analysis/6tDDoYIxWvMLTdKpjFkc1B,160191,4,Kali Uchis,"[Letra de ""telepatía""][Coro]Quién lo diría que se podríaHacer el amor por telepatíaLa luna está llena, mi cama vacíaLo que yo te haríaSi te tuviera de frente, la mente te la volaríaDe noche y de día, de noche y de día[Verso 1]You know I'm just a flight awayIf you want it, you could take a private planeA kilómetros estamos conectandoY me prendes aunque no me estés tocandoYou know I got a lot to sayAll these voices in the background of my brainY me dicen todo lo que estás pensandoMe imagino lo que ya estás maquinando[Coro]Quién lo diría que se podríaHacer el amor por telepatíaLa luna está llena, mi cama vacíaLo que yo te haríaSi te tuviera de frente, la mente te la volaríaDe noche y de día, de noche y de día[Verso 2]You know that I can see right through youI can read your mind, I can read your mindWhat you wanna do?It's written all over your face, times two'Cause I can read your mind, I can read your mindI can hear your thoughts like a melodyListen while you talk when you're fast asleepYou stay on the phone just to hear me breathe(On repeat)[Coro]Quién lo diría que se podríaHacer el amor por telepatíaLa luna está llena, mi cama vacíaLo que yo te haríaSi te tuviera de frente, la mente te la volaríaDe noche y de día, de noche y de día"
137,Territory,The Blaze,2017-04-07,False,spotify:track:2W3EgJst61RLZtPPm3EQim,66,Ana,https://open.spotify.com/track/2W3EgJst61RLZtPPm3EQim,0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009,audio_features,2W3EgJst61RLZtPPm3EQim,https://api.spotify.com/v1/tracks/2W3EgJst61RLZtPPm3EQim,https://api.spotify.com/v1/audio-analysis/2W3EgJst61RLZtPPm3EQim,276373,4,The Blaze,"We've waited for this dayWe shed some tears of love nowLike a desert in the rainWhen some of the dead are waking up, mmmh yeahThere's nobody like my momThere's no place like my home since I was bornWhen I was youngThe flavour is so strongI've missed it so longYeahThese people are my heroesFrom death to the skyThey light me up your flying cloudsThey ever get me high like a good blunt smokeI'm shining like the moonI'm feeling like a bloom under bright sunI remember when I was youngThe flavour is so strongI've missed it so longYeah"
140,I Am the Antichrist to You,Kishi Bashi,2013-04-30,False,spotify:track:4d3pqEn7wgILCKDhUbv1wx,0,Ana,https://open.spotify.com/track/4d3pqEn7wgILCKDhUbv1wx,0.329,0.265,3,-13.619,1,0.0429,0.748,0.0319,0.101,0.304,168.693,audio_features,4d3pqEn7wgILCKDhUbv1wx,https://api.spotify.com/v1/tracks/4d3pqEn7wgILCKDhUbv1wx,https://api.spotify.com/v1/audio-analysis/4d3pqEn7wgILCKDhUbv1wx,236246,5,Kishi Bashi,[Chorus]Who are you? Who am I to you?I am the antichrist to youFallen from the sky with graceInto your arms race[Verse 1]Lucid lovers me and youA deal of matchless valueI was always quick to admit defeatEmpty statements of bones and meatAnd my heart it shook with fearI'm a coward behind a shield and spearTake this sword and throw it farLet it shine under the morning star[Chorus]Who are you? Who am I to you?I am the antichrist to youFallen from the sky with graceInto your arms race[Verse 2]One for my heart and two for showThree tears for all the souls belowOne day we made them into figurinesBurned them all with all my favorite things[Chorus]Who are you? Who am I to you?I am the antichrist to youFallen from the sky with graceInto your arms raceWho are you? Who am I to you?I am the antichrist to youFallen from the sky with graceInto your arms...
141,Lovers Eyes,John & The Volta,2014-03-24,False,spotify:track:6HyniUAFbvAUKC20rNrSvO,5,Ana,https://open.spotify.com/track/6HyniUAFbvAUKC20rNrSvO,0.538,0.646,0,-6.123,1,0.0349,0.00136,0.322,0.324,0.512,120.03,audio_features,6HyniUAFbvAUKC20rNrSvO,https://api.spotify.com/v1/tracks/6HyniUAFbvAUKC20rNrSvO,https://api.spotify.com/v1/audio-analysis/6HyniUAFbvAUKC20rNrSvO,221600,4,John and The Volta,"When you wantThe leaves fall, when you wantHardly standingYour messy room tells you how it endsCause we're lover's eyesIn lover's eyesHere we areDenialStaying is blowing the endYour bare handsDon't tell me we used to be friendsWe are lover's eyesIn lover's eyesHere we are"
142,Paralized,John & The Volta,2014-03-24,False,spotify:track:3EpA2bm37w6ho1iPn9YFQ8,31,Ana,https://open.spotify.com/track/3EpA2bm37w6ho1iPn9YFQ8,0.53,0.521,11,-5.381,0,0.0297,0.00222,0.834,0.0841,0.351,106.022,audio_features,3EpA2bm37w6ho1iPn9YFQ8,https://api.spotify.com/v1/tracks/3EpA2bm37w6ho1iPn9YFQ8,https://api.spotify.com/v1/audio-analysis/3EpA2bm37w6ho1iPn9YFQ8,210147,4,John and The Volta,"Our way back home, through an endless loop tonightDoes it make sense but we look the same at nightI’m late and I’m driving, I’m late and It s driving me madI’m a fake but I’m tryin’ to hide in this empty crowdWe’re all facesScrollin on the wallScreamin’ facesScrollin on the wallUntil we’re ashesWe’re still looking forAnd it faints, it faintsMy words are yours and your words are mine in the darkWe’re looking forward to the endless light tonightIt’s the same strange feeling that someone is tracking my mindI’m asleep but I’m runnin’, I’m asleep but I’m runnin’ fastBut you are wonderfulYou are wonderfulWe’re all facesScrollin on the wallScreamin’ facesScrollin on the wallTonight we’re ashesWe’re still looking forAnd it faints, it faints"
143,I Wanna Be Yours,Arctic Monkeys,2013-09-09,False,spotify:track:5XeFesFbtLpXzIVDNQP22n,81,Ana,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4,Arctic Monkeys,"[Verse 1]I wanna be your vacuum cleanerBreathin' in your dustI wanna be your Ford CortinaI will never rustIf you like your coffee hotLet me be your coffee potYou call the shots, babeI just wanna be yours[Chorus]Secrets I have held in my heartAre harder to hide than I thoughtMaybe I just wanna be yoursI wanna be yoursI wanna be yoursWanna be yoursWanna be yoursWanna be yours[Verse 2]Let me be your 'leccy meterAn' I'll never run outLet me be the portable heaterThat you’ll get cold withoutI wanna be your setting lotion (Wanna be)Hold your hair in deep devotion (How deep?)At least as deep as the Pacific OceanI wanna be yours[Chorus]Secrets I have held in my heartAre harder to hide than I thoughtMaybe I just wanna be yoursI wanna be yoursI wanna be yoursWanna be yoursWanna be yoursWanna be yoursWanna be yoursWanna be yoursWanna be yoursWanna be yoursWanna be yours[Outro]I wanna be your vacuum cleaner (Wanna be yours)Breathin' in your dust (Wanna be yours)I wanna be your Ford Cortina (Wanna be yours)I will never rust (Wanna be yours)I just wanna be yours (Wanna be yours)I just wanna be yours (Wanna be yours)I just wanna be yours (Wanna be yours)I just wanna be yours (Wanna be yours)"
144,Heroes del Sabado,La Maravillosa Orquesta del Alcohol,2017-09-29,False,spotify:track:5Wcz0MyZQa7tgPu62WMqzl,54,Ana,https://open.spotify.com/track/5Wcz0MyZQa7tgPu62WMqzl,0.531,0.686,10,-6.309,1,0.0359,0.263,0.0,0.0975,0.316,135.97,audio_features,5Wcz0MyZQa7tgPu62WMqzl,https://api.spotify.com/v1/tracks/5Wcz0MyZQa7tgPu62WMqzl,https://api.spotify.com/v1/audio-analysis/5Wcz0MyZQa7tgPu62WMqzl,244767,4,La Maravillosa Orquesta del Alcohol,"Van por allí, los héroes del sábadoVan a intentarlo una vezSi les hieren hoy, si les hacen dañoVan a intentarlo una vezYa están ahí, los héroes del sábadoHoy me voy a levantarAunque sea por los árbolesRelucientes bajo el solSi pudieras escalar la colina y observarCon perspectiva, para ganar claridadImposible ser neutral sobre un tren en movimientoEstas calles son distintas, de aquí no se va el inviernoVan por allí, los héroes del sábado¿Dónde están los que pueden parar el mundo solo con mirar?El niño crecerá, y entenderá lo que su padre ignoraLlevaos la paloma blanca y traed ovejas negrasEn un año se han vendido muchas almasSomos mirlos en los ojos de otros mirlos que se vanCorazón no se alimenta de las ventasImposible ser neutral sobre un tren en movimientoEstas calles son distintas, de aquí no se va el inviernoVan por allí, los héroes del sábado¿Dónde están los que pueden parar el mundo solo con mirar?El niño crecerá y entenderá lo que su padre ignora¿Dónde están los que pueden parar el mundo solo con mirar?El niño crecerá y entenderáNo te olvides de donde vienesNo te olvides de donde vienesNo te olvides de donde vienesNo te olvides de donde vienes"
145,Octubres rotos,Desakato,2008-01-02,False,spotify:track:096dO4loq3XcU3TBDCjvfW,24,Ana,https://open.spotify.com/track/096dO4loq3XcU3TBDCjvfW,0.583,0.88,2,-5.188,1,0.0361,0.00016,0.000406,0.182,0.301,134.973,audio_features,096dO4loq3XcU3TBDCjvfW,https://api.spotify.com/v1/tracks/096dO4loq3XcU3TBDCjvfW,https://api.spotify.com/v1/audio-analysis/096dO4loq3XcU3TBDCjvfW,201107,4,Desakato,No puedo ser el mismoAhora no duermo y sientoQue el sufrimiento me corta la respiraciónSe me hiela el alientoY aprecio lo que tengoLas diferencias me tuerzen el corazonAnula mi concienciaEl reflejo del miedoEn los ojos de niños inocentesQue sienten como el odioDesnuda la pacienciaDescalzos y sin nada en sus bientresHuele a muerte y a tierraEn sus caras impotencia y resignaciónDiciendo que no puedo...Comprender toda esa gente intransigenteVive entre escombros la muerte que patruya la ciudadY anida el polvo en las manos de la cruda realidadParece como si no fuese a salir al sol jamasOctubres rotos por la muerte y por la soledadVive entre escombro la muerte que patruya la ciudadY anida el polvo en las manos de la cruda realidadParece como si no fuese a salir al sol jamasOctubres rotos por la muerte y por la soledadNo puedo ser el mismoAhora no duermo y sientoQue el sufrimiento me corta la respiracionSe me hiela el alientoY apresio lo que tengoLas diferencias me tuerzen el corazon
146,Angels,The xx,2012-09-10,False,spotify:track:1zuKjpp4t7BS8JPKi6mkQr,0,Rodri,https://open.spotify.com/track/1zuKjpp4t7BS8JPKi6mkQr,0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,audio_features,1zuKjpp4t7BS8JPKi6mkQr,https://api.spotify.com/v1/tracks/1zuKjpp4t7BS8JPKi6mkQr,https://api.spotify.com/v1/audio-analysis/1zuKjpp4t7BS8JPKi6mkQr,171653,4,The xx,"[Verse 1]Light reflects from your shadowIt is more than I thought could existYou move through the roomLike breathing was easyIf someone believed me[Chorus]They would be as in love with you as I amThey would be as in love with you as I amThey would be as in love with you as I amThey would be in love, love, love[Verse 2]And every dayI am learning about youThe things that no one else seesAnd the end comes too soonLike dreaming of angelsAnd leaving without themAnd leaving without them[Chorus]Being as in love with you as I amBeing as in love with you as I amBeing as in love with you as I amBeing as in love, love, loveLove, love, loveLove, love, love[Verse 3]And with words unspokenA silent devotionI know you know what I meanAnd the end is unknownBut I think I'm readyAs long as you're with me[Chorus]Being as in love with you as I amBeing as in love with you as I amBeing as in love with you as I amBeing as in love, love, love"
148,Ill Keep Coming,Low Roar,2014-08-05,False,spotify:track:5Pf5HwjqLAbYDVBQU7H7Oz,50,Rodri,https://open.spotify.com/track/5Pf5HwjqLAbYDVBQU7H7Oz,0.332,0.596,9,-5.607,0,0.0521,0.0372,0.413,0.298,0.0996,140.104,audio_features,5Pf5HwjqLAbYDVBQU7H7Oz,https://api.spotify.com/v1/tracks/5Pf5HwjqLAbYDVBQU7H7Oz,https://api.spotify.com/v1/audio-analysis/5Pf5HwjqLAbYDVBQU7H7Oz,352347,4,Low Roar,[Verse 1]Faintly I'll goTo take this head on[Chorus]Soon I'll come aroundLost and never foundWaiting for my wordsSeen but never heardBuried undergroundBut I'll keep coming[Verse 2]Wipe those tears offAnd make your heart proud[Chorus]Soon I'll come aroundLost and never foundWaiting for my wordsSeen but never heardBuried undergroundBut I'll keep coming[Outro]I'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep comingI'll keep coming
149,Las Nanas de Jara,"['Ciudad Jara', 'Rozalén']",2020-02-07,False,spotify:track:1E1X2hrrvXBuGv4f5HMFAp,38,Rodri,https://open.spotify.com/track/1E1X2hrrvXBuGv4f5HMFAp,0.388,0.517,0,-8.959,1,0.0592,0.821,7.88e-05,0.106,0.599,159.969,audio_features,1E1X2hrrvXBuGv4f5HMFAp,https://api.spotify.com/v1/tracks/1E1X2hrrvXBuGv4f5HMFAp,https://api.spotify.com/v1/audio-analysis/1E1X2hrrvXBuGv4f5HMFAp,198931,3,Ciudad Jara,[Letra de “Las Nanas de Jara”]Altos romeros del campoRamas tuertas del olivoCaballos que atravesáisLa niebla de los barrancosAves que besáis la alturaAgua que lamen las fierasEco que habitas la oscuraVida de las madriguerasDetened los relojes de la tierraEntonad el sonido del silencioY haced fácil la veredaQue aún es frágil quien seráVuestra nueva compañera“enwimbie”“enwimbie”“enwimbie”“enwimbie”Conchas de arena mojadaRocas que abrazáis las olasMar que dejaste tu vozDentro de las caracolasDetened los relojes de la tierraEntonad el sonido del silencioHaced fácil la veredaQue aún es frágil quien seráVuestra nueva compañeraNuestra casa tendráUn gato tras las almenasY una puerta en el techoQue entre la noche y te veaY si quieres volarNazca de allí una escaleraQue te aúpe y que no cedaCuando llegue el vendaval
