,lon,lat,locality,year,month,kingdom,class,family,genus,species,new,state,country,fecha,day,number_ind
16207,-6.3984,58.1006,Crò Mòr,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"58.1006,-6.3984",Scotland,United Kingdom,1982-03-01,1,2
16208,-6.5955,58.0882,Baile Ailein,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"58.0882,-6.5955",Scotland,United Kingdom,1982-03-01,1,7
16209,-6.414,58.1306,Crosbost,1982,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"58.1306,-6.414",Scotland,United Kingdom,1982-03-01,1,8
16210,-6.414,58.1306,Crosbost,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"58.1306,-6.414",Scotland,United Kingdom,1982-03-01,1,4
16211,-6.9518,57.7546,Roghadal,1982,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.7546,-6.9518",Scotland,United Kingdom,1982-03-01,1,9
16212,-6.6158,58.0875,Baile Ailein,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"58.0875,-6.6158",Scotland,United Kingdom,1982-03-01,1,3
16213,-6.4018,58.1418,Ranais,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"58.1418,-6.4018",Scotland,United Kingdom,1982-03-01,1,4
16214,-6.8618,57.7985,Mànais,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"57.7985,-6.8618",Scotland,United Kingdom,1982-03-01,1,4
16215,-6.8618,57.7985,Mànais,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"57.7985,-6.8618",Scotland,United Kingdom,1982-03-01,1,5
16216,-6.5955,58.0882,Baile Ailein,1982,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"58.0882,-6.5955",Scotland,United Kingdom,1982-03-01,1,8
16217,-6.9518,57.7546,Roghadal,1982,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"57.7546,-6.9518",Scotland,United Kingdom,1982-03-01,1,3
16218,-6.6158,58.0875,Baile Ailein,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"58.0875,-6.6158",Scotland,United Kingdom,1982-03-01,1,8
16219,-6.8618,57.7985,Mànais,1982,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"57.7985,-6.8618",Scotland,United Kingdom,1982-03-01,1,4
16220,-6.7843,57.887,An Tairbeart,1982,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"57.887,-6.7843",Scotland,United Kingdom,1982-03-01,1,10
16221,-6.3958,58.1349,Ranais,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"58.1349,-6.3958",Scotland,United Kingdom,1982-03-01,1,2
16222,-6.3948,58.0989,Marbhaig,1982,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"58.0989,-6.3948",Scotland,United Kingdom,1982-03-01,1,5
16244,-132.15,54.01,Masset,1982,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"54.01,-132.15",British Columbia,Canada,1982-04-01,1,5
16265,-4.2185,53.1826,Y Felinheli,1982,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"53.1826,-4.2185",Cymru / Wales,United Kingdom,1982-04-01,1,6
16272,8.57,55.08,Havneby,1982,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"55.08,8.57",Region Syddanmark,Danmark,1982-05-01,1,5
16274,-3.914,48.6678,Carantec,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"48.6678,-3.914",Bretagne,France,1982-05-01,1,3
16286,-61.359,10.8058,Las Cuevas,1982,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"10.8058,-61.359",San Juan-Laventille,Trinidad and Tobago,1982-05-01,1,8
16289,-63.9167,44.4833,Peggys Cove,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"44.4833,-63.9167",Nova Scotia,Canada,1982-05-01,1,3
16330,-4.2078,53.2079,Llanfairpwllgwyngyll,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"53.2079,-4.2078",Cymru / Wales,United Kingdom,1982-05-01,1,10
16336,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,10
16337,-4.2103,53.1989,Brynsiencyn,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"53.1989,-4.2103",Cymru / Wales,United Kingdom,1982-05-01,1,10
16339,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,9
16340,-4.2078,53.2079,Llanfairpwllgwyngyll,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"53.2079,-4.2078",Cymru / Wales,United Kingdom,1982-05-01,1,4
16342,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,8
16343,-4.2078,53.2079,Llanfairpwllgwyngyll,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"53.2079,-4.2078",Cymru / Wales,United Kingdom,1982-05-01,1,7
16348,-4.2103,53.1989,Brynsiencyn,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"53.1989,-4.2103",Cymru / Wales,United Kingdom,1982-05-01,1,5
16349,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,5
16358,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,10
16360,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,5
16362,-5.5654,56.0292,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0292,-5.5654",Scotland,United Kingdom,1982-05-01,1,6
16366,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,10
16371,-5.6024,56.0129,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"56.0129,-5.6024",Scotland,United Kingdom,1982-05-01,1,6
16376,-5.6122,56.0153,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"56.0153,-5.6122",Scotland,United Kingdom,1982-05-01,1,7
16382,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,8
16384,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,9
16385,-5.5961,56.0832,Crinan,1982,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"56.0832,-5.5961",Scotland,United Kingdom,1982-05-01,1,9
16388,-5.6094,56.0199,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"56.0199,-5.6094",Scotland,United Kingdom,1982-05-01,1,3
16389,-5.6418,56.0054,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0054,-5.6418",Scotland,United Kingdom,1982-05-01,1,2
16392,-5.5769,56.0325,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"56.0325,-5.5769",Scotland,United Kingdom,1982-05-01,1,3
16394,-5.5755,56.0343,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"56.0343,-5.5755",Scotland,United Kingdom,1982-05-01,1,3
16395,-5.5935,56.0383,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"56.0383,-5.5935",Scotland,United Kingdom,1982-05-01,1,4
16398,-5.5769,56.0325,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0325,-5.5769",Scotland,United Kingdom,1982-05-01,1,7
16399,-5.6055,56.029,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.029,-5.6055",Scotland,United Kingdom,1982-05-01,1,7
16400,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,6
16406,-5.6122,56.0153,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0153,-5.6122",Scotland,United Kingdom,1982-05-01,1,8
16407,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,3
16408,-5.6669,55.9494,Achnamara,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"55.9494,-5.6669",Scotland,United Kingdom,1982-05-01,1,2
16409,-5.6669,55.9494,Achnamara,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"55.9494,-5.6669",Scotland,United Kingdom,1982-05-01,1,4
16412,-5.6404,56.0073,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"56.0073,-5.6404",Scotland,United Kingdom,1982-05-01,1,8
16415,-5.5769,56.0325,Achnamara,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"56.0325,-5.5769",Scotland,United Kingdom,1982-05-01,1,10
16417,-5.6669,55.9494,Achnamara,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.9494,-5.6669",Scotland,United Kingdom,1982-05-01,1,4
16419,-5.6122,56.0153,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0153,-5.6122",Scotland,United Kingdom,1982-05-01,1,5
16421,-5.5769,56.0325,Achnamara,1982,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"56.0325,-5.5769",Scotland,United Kingdom,1982-05-01,1,6
16424,-5.58,56.0144,Achnamara,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0144,-5.58",Scotland,United Kingdom,1982-05-01,1,6
16425,-5.5786,56.0513,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"56.0513,-5.5786",Scotland,United Kingdom,1982-05-01,1,9
16427,-5.6002,56.0237,Tayvallich,1982,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"56.0237,-5.6002",Scotland,United Kingdom,1982-05-01,1,2
16454,-5.5723,54.3892,Portaferry,1983,1.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"54.3892,-5.5723",Northern Ireland,United Kingdom,1983-01-01,1,6
16455,-5.5723,54.3892,Portaferry,1983,1.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"54.3892,-5.5723",Northern Ireland,United Kingdom,1983-01-01,1,9
16465,10.28,56.22,Egå,1983,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"56.22,10.28",Region Midtjylland,Danmark,1983-02-01,1,9
16475,-4.525,53.225,Rhosneigr,1983,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"53.225,-4.525",Cymru / Wales,United Kingdom,1983-02-01,1,5
16482,-6.2707,49.9583,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9583,-6.2707",England,United Kingdom,1983-03-01,1,6
16486,-6.2707,49.9583,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9583,-6.2707",England,United Kingdom,1983-03-01,1,5
16487,-6.2808,49.9147,Old Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9147,-6.2808",England,United Kingdom,1983-03-01,1,4
16489,-6.3484,49.9689,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9689,-6.3484",England,United Kingdom,1983-03-01,1,9
16490,-6.2808,49.9147,Old Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9147,-6.2808",England,United Kingdom,1983-03-01,1,6
16491,-6.3354,49.964,Old Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.964,-6.3354",England,United Kingdom,1983-03-01,1,10
16495,-70.8132,42.8952,Hampton,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"42.8952,-70.8132",New Hampshire,United States,1983-03-01,1,4
16498,-6.3584,49.9483,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,9
16500,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,7
16502,-6.3584,49.9483,New Grimsby,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,10
16503,-6.2753,49.9235,Old Town,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9235,-6.2753",England,United Kingdom,1983-03-01,1,6
16504,-6.361,49.9464,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9464,-6.361",England,United Kingdom,1983-03-01,1,8
16505,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,9
16506,-6.348,49.9567,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"49.9567,-6.348",England,United Kingdom,1983-03-01,1,3
16509,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,7
16510,-6.348,49.9567,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"49.9567,-6.348",England,United Kingdom,1983-03-01,1,10
16511,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,2
16517,-6.2815,49.9151,Old Town,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9151,-6.2815",England,United Kingdom,1983-03-01,1,5
16518,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,3
16520,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,2
16521,-6.3584,49.9483,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,9
16523,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,5
16524,-6.268,49.9669,Higher Town,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,8
16526,-6.2701,49.9587,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9587,-6.2701",England,United Kingdom,1983-03-01,1,4
16527,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,3
16528,-6.3611,49.9472,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9472,-6.3611",England,United Kingdom,1983-03-01,1,10
16529,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,10
16533,-6.2982,49.9766,Lower Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,7
16536,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,5
16539,-6.2753,49.9235,Old Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9235,-6.2753",England,United Kingdom,1983-03-01,1,7
16541,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,5
16542,-6.3611,49.9472,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9472,-6.3611",England,United Kingdom,1983-03-01,1,10
16543,-6.3611,49.9472,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9472,-6.3611",England,United Kingdom,1983-03-01,1,3
16544,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,6
16545,-6.3348,49.9644,Old Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9644,-6.3348",England,United Kingdom,1983-03-01,1,10
16546,-6.3584,49.9483,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,9
16548,-6.2815,49.9151,Old Town,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9151,-6.2815",England,United Kingdom,1983-03-01,1,9
16549,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,3
16551,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,5
16552,-6.3348,49.9644,Old Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9644,-6.3348",England,United Kingdom,1983-03-01,1,3
16553,-6.2982,49.9766,Lower Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,6
16556,-6.2968,49.9766,Lower Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9766,-6.2968",England,United Kingdom,1983-03-01,1,10
16559,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,10
16560,-6.361,49.9464,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9464,-6.361",England,United Kingdom,1983-03-01,1,8
16562,-6.2815,49.9151,Old Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9151,-6.2815",England,United Kingdom,1983-03-01,1,5
16563,-6.2815,49.9151,Old Town,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9151,-6.2815",England,United Kingdom,1983-03-01,1,9
16564,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,10
16565,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,2
16569,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,10
16572,-6.3477,49.9693,New Grimsby,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,2
16574,-6.3477,49.9693,New Grimsby,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,9
16577,-6.348,49.9567,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9567,-6.348",England,United Kingdom,1983-03-01,1,6
16578,-6.3584,49.9483,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,6
16581,-6.2982,49.9766,Lower Town,1983,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,9
16582,-6.361,49.9464,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9464,-6.361",England,United Kingdom,1983-03-01,1,3
16585,-6.3584,49.9483,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,4
16587,-6.2701,49.9587,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9587,-6.2701",England,United Kingdom,1983-03-01,1,9
16593,-6.3584,49.9483,New Grimsby,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9483,-6.3584",England,United Kingdom,1983-03-01,1,3
16594,-6.3348,49.9644,Old Grimsby,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9644,-6.3348",England,United Kingdom,1983-03-01,1,10
16596,-6.2753,49.9235,Old Town,1983,3.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"49.9235,-6.2753",England,United Kingdom,1983-03-01,1,9
16598,-6.2753,49.9235,Old Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9235,-6.2753",England,United Kingdom,1983-03-01,1,3
16599,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,4
16600,-6.2701,49.9587,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"49.9587,-6.2701",England,United Kingdom,1983-03-01,1,3
16601,-6.268,49.9669,Higher Town,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,10
16602,-6.2701,49.9587,Higher Town,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9587,-6.2701",England,United Kingdom,1983-03-01,1,10
16603,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,7
16604,-6.3611,49.9472,New Grimsby,1983,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"49.9472,-6.3611",England,United Kingdom,1983-03-01,1,6
16605,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,9
16606,-6.3483,49.9603,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9603,-6.3483",England,United Kingdom,1983-03-01,1,8
16607,-6.3611,49.9472,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"49.9472,-6.3611",England,United Kingdom,1983-03-01,1,9
16608,-6.2753,49.9235,Old Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9235,-6.2753",England,United Kingdom,1983-03-01,1,8
16609,-6.2968,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9766,-6.2968",England,United Kingdom,1983-03-01,1,6
16614,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,7
16615,-6.2982,49.9766,Lower Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"49.9766,-6.2982",England,United Kingdom,1983-03-01,1,9
16616,-6.268,49.9669,Higher Town,1983,3.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"49.9669,-6.268",England,United Kingdom,1983-03-01,1,3
16618,-6.3477,49.9693,New Grimsby,1983,3.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"49.9693,-6.3477",England,United Kingdom,1983-03-01,1,2
16619,-6.3348,49.9644,Old Grimsby,1983,3.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"49.9644,-6.3348",England,United Kingdom,1983-03-01,1,4
